event_id,m_gg
18999,119.90435130737731
19000,124.36433640563267
20510,127.68100255402146
20518,125.53713588892137
20523,126.06252125546408
20527,126.71316556670831
20528,119.5793600629971
20531,119.65091457912801
20533,125.03756199352796
20540,126.08651652094105
20543,130.22388110662024
20544,126.64586143874142
20553,121.94893705663087
20554,122.03048493399587
20559,122.99189581563247
20565,124.5607209657397
20570,123.54693778895144
20571,123.96734318788695
20576,123.2129355632487
20582,132.02580697395322
20593,124.41383103894282
20599,125.13847598459276
20600,125.45346548841412
20601,124.77918245169305
20607,131.48512707931977
20609,128.76378178005328
20611,123.28984266671398
20616,127.85207239034348
20618,131.36725678042646
20621,125.85872690357753
20622,122.26530707423645
20623,127.88201234640832
20626,128.3213711756488
20629,122.6252010866347
20632,128.96280590905158
20633,127.38826349609486
20637,124.92562304021196
20644,125.48811393190391
20645,126.72546557572501
20650,123.09763917731303
20652,125.72197474326111
20659,129.21788940613683
20664,127.09884203275355
20668,127.21914733095849
20670,125.66757026600607
20673,125.57277654538603
20675,120.99794892711957
20677,122.05292729709896
20680,126.74747671644522
20682,123.86650674927839
20685,125.6445282387963
20686,125.45580883899099
20688,118.72275546592516
20691,131.4585051259355
20703,122.17488492399558
20711,123.49281615993414
20713,129.13188569722826
20715,125.63119807098715
20717,126.33240760001816
20726,123.10887104907653
20727,127.7751833107487
20731,125.66160110166572
20733,124.35801199830415
20737,122.20090098810218
20750,124.33407865343248
20753,126.0178700020275
20760,128.9081234033155
20761,122.64989896852651
20765,127.21433213879641
20767,129.02429788242816
20769,125.42770044856731
20772,120.55618328890156
20774,127.11981876697114
20778,123.90432139714672
20786,130.0879686587231
20805,126.47912256364994
20811,122.65627548469381
20813,122.74561040243778
20818,123.49158584972231
20822,126.39317808091775
20831,123.47661208505977
20837,122.28079316102595
20853,114.32913633844638
20859,128.62881458889137
20862,132.5296760187927
20863,125.48291061613207
20865,123.97140173831458
20867,123.95503978322085
20868,124.41061503515613
20870,123.50186281513975
20873,130.16986981409727
20886,123.1676222508719
20889,130.96415771596074
20897,125.58022068186473
20899,124.1441292715173
20905,122.53359337706394
20912,124.61843370406568
20918,129.60786003183307
20925,123.88232943991876
20927,127.3092423473698
20929,124.00511534252762
20939,128.3796848014153
20942,125.22203025044395
20944,125.87796609392936
20945,122.29192186780706
20953,128.998307988671
20954,122.99146046571401
20957,123.80538079183502
20973,128.57052211198547
20976,129.23659182999506
20985,129.01720375225523
20988,124.62057748662765
20990,124.414758758175
20992,129.43883890563117
21000,126.85818287269596
21001,123.18752000203663
21019,124.08577735631202
21021,128.06580465228032
21027,127.47300360259007
21029,213.86536960437724
21031,123.59941148506542
21035,125.74140905282749
21037,120.49997437276706
21038,121.57463674454505
21041,123.24581569635647
21047,126.82931937347334
21053,122.10733277509152
21061,125.08241216397684
21062,124.74462620138145
21072,125.93308613245112
21080,124.23513729211903
21083,122.85481976960226
21090,126.65433147647317
21093,123.92625573346577
21094,125.76071955204485
21096,125.22771518593854
21097,123.75872614801894
21099,127.99660229136038
21108,127.84187004951279
21112,126.38530649909166
21113,124.77003429924396
21114,127.8523547481838
21127,124.93389237402705
21130,128.54155965122422
21132,126.39749794540667
21140,126.37211464904095
21143,123.23959618248416
21146,128.27143222914168
21147,126.0322389755593
21151,120.9707508702616
21156,125.01235521224656
21164,128.59651179059404
21166,129.13242499693672
21167,126.66978120039315
21169,123.24847547250796
21174,126.6937051372913
21177,124.04243438804409
21180,119.84661887399079
21181,127.48031840167846
21185,125.50234967521591
21193,124.58062629444242
21200,125.9135788657601
21201,124.77591808690894
21205,123.56699871455507
21210,124.78027457327018
21217,127.53082387822818
21221,128.93538207106616
21225,125.99624752615162
21228,133.05142147412795
21235,126.54538021686903
21240,128.20537879046336
21246,125.48624726317287
21248,123.25221361356262
21250,126.42757194064431
21251,126.47179727167183
21253,124.79126032240957
21264,125.12463801158967
21265,128.82295445982217
21271,122.79464450886682
21273,128.25621220058898
21289,121.25400794611656
21290,119.84570152964389
